filename,fold,target,category,esc10,src_file,take
1-100032-A-0.wav,1,0,dog,TRUE,100032,A
1-101336-A-30.wav,1,30,door_wood_knock,FALSE,101336,A
1-103995-A-30.wav,1,30,door_wood_knock,FALSE,103995,A
1-103999-A-30.wav,1,30,door_wood_knock,FALSE,103999,A
1-110389-A-0.wav,1,0,dog,TRUE,110389,A
1-118206-A-31.wav,1,31,mouse_click,FALSE,118206,A
1-137-A-32.wav,1,32,keyboard_typing,FALSE,137,A
1-155858-A-25.wav,1,25,footsteps,FALSE,155858,A
1-155858-B-25.wav,1,25,footsteps,FALSE,155858,B
1-155858-C-25.wav,1,25,footsteps,FALSE,155858,C
1-155858-D-25.wav,1,25,footsteps,FALSE,155858,D
1-155858-E-25.wav,1,25,footsteps,FALSE,155858,E
1-155858-F-25.wav,1,25,footsteps,FALSE,155858,F
1-17295-A-29.wav,1,29,drinking_sipping,FALSE,17295,A
1-17585-A-7.wav,1,7,insects,FALSE,17585,A
1-18655-A-31.wav,1,31,mouse_click,FALSE,18655,A
1-19111-A-24.wav,1,24,coughing,FALSE,19111,A
1-19118-A-24.wav,1,24,coughing,FALSE,19118,A
1-19501-A-7.wav,1,7,insects,FALSE,19501,A
1-223162-A-25.wav,1,25,footsteps,FALSE,223162,A
1-26143-A-21.wav,1,21,sneezing,TRUE,26143,A
1-26188-A-30.wav,1,30,door_wood_knock,FALSE,26188,A
1-29680-A-21.wav,1,21,sneezing,TRUE,29680,A
1-30226-A-0.wav,1,0,dog,TRUE,30226,A
1-30344-A-0.wav,1,0,dog,TRUE,30344,A
1-30830-A-24.wav,1,24,coughing,FALSE,30830,A
1-31748-A-21.wav,1,21,sneezing,TRUE,31748,A
1-32318-A-0.wav,1,0,dog,TRUE,32318,A
1-32579-A-29.wav,1,29,drinking_sipping,FALSE,32579,A
1-37226-A-29.wav,1,29,drinking_sipping,FALSE,37226,A
1-45645-A-31.wav,1,31,mouse_click,FALSE,45645,A
1-46938-A-7.wav,1,7,insects,FALSE,46938,A
1-46938-B-7.wav,1,7,insects,FALSE,46938,B
1-47273-A-21.wav,1,21,sneezing,TRUE,47273,A
1-47274-A-21.wav,1,21,sneezing,TRUE,47274,A
1-51147-A-25.wav,1,25,footsteps,FALSE,51147,A
1-51805-A-33.wav,1,33,door_wood_creaks,FALSE,51805,A
1-51805-B-33.wav,1,33,door_wood_creaks,FALSE,51805,B
1-51805-C-33.wav,1,33,door_wood_creaks,FALSE,51805,C
1-51805-D-33.wav,1,33,door_wood_creaks,FALSE,51805,D
1-51805-E-33.wav,1,33,door_wood_creaks,FALSE,51805,E
1-51805-F-33.wav,1,33,door_wood_creaks,FALSE,51805,F
1-51805-G-33.wav,1,33,door_wood_creaks,FALSE,51805,G
1-51805-H-33.wav,1,33,door_wood_creaks,FALSE,51805,H
1-52266-A-24.wav,1,24,coughing,FALSE,52266,A
1-52290-A-30.wav,1,30,door_wood_knock,FALSE,52290,A
1-52323-A-24.wav,1,24,coughing,FALSE,52323,A
1-53501-A-32.wav,1,32,keyboard_typing,FALSE,53501,A
1-53663-A-24.wav,1,24,coughing,FALSE,53663,A
1-54505-A-21.wav,1,21,sneezing,TRUE,54505,A
1-56270-A-29.wav,1,29,drinking_sipping,FALSE,56270,A
1-58792-A-24.wav,1,24,coughing,FALSE,58792,A
1-59324-A-21.wav,1,21,sneezing,TRUE,59324,A
1-59513-A-0.wav,1,0,dog,TRUE,59513,A
1-61212-A-32.wav,1,32,keyboard_typing,FALSE,61212,A
1-62594-A-32.wav,1,32,keyboard_typing,FALSE,62594,A
1-63679-A-24.wav,1,24,coughing,FALSE,63679,A
1-67230-A-29.wav,1,29,drinking_sipping,FALSE,67230,A
1-73585-A-7.wav,1,7,insects,FALSE,73585,A
1-75189-A-7.wav,1,7,insects,FALSE,75189,A
1-79146-A-29.wav,1,29,drinking_sipping,FALSE,79146,A
1-79711-A-32.wav,1,32,keyboard_typing,FALSE,79711,A
1-7973-A-7.wav,1,7,insects,FALSE,7973,A
1-80785-A-7.wav,1,7,insects,FALSE,80785,A
1-81001-A-30.wav,1,30,door_wood_knock,FALSE,81001,A
1-81001-B-30.wav,1,30,door_wood_knock,FALSE,81001,B
1-81851-A-31.wav,1,31,mouse_click,FALSE,81851,A
1-81883-A-21.wav,1,21,sneezing,TRUE,81883,A
1-82817-A-30.wav,1,30,door_wood_knock,FALSE,82817,A
1-84393-A-32.wav,1,32,keyboard_typing,FALSE,84393,A
1-85123-A-31.wav,1,31,mouse_click,FALSE,85123,A
1-85362-A-0.wav,1,0,dog,TRUE,85362,A
1-85909-A-29.wav,1,29,drinking_sipping,FALSE,85909,A
1-87565-A-29.wav,1,29,drinking_sipping,FALSE,87565,A
1-94231-A-32.wav,1,32,keyboard_typing,FALSE,94231,A
1-94231-B-32.wav,1,32,keyboard_typing,FALSE,94231,B
1-95563-A-31.wav,1,31,mouse_click,FALSE,95563,A
1-97392-A-0.wav,1,0,dog,TRUE,97392,A
1-97793-A-31.wav,1,31,mouse_click,FALSE,97793,A
1-99958-A-31.wav,1,31,mouse_click,FALSE,99958,A
2-102581-A-29.wav,2,29,drinking_sipping,FALSE,102581,A
2-102581-B-29.wav,2,29,drinking_sipping,FALSE,102581,B
2-104168-A-32.wav,2,32,keyboard_typing,FALSE,104168,A
2-108017-A-24.wav,2,24,coughing,FALSE,108017,A
2-109316-A-32.wav,2,32,keyboard_typing,FALSE,109316,A
2-109505-A-21.wav,2,21,sneezing,TRUE,109505,A
2-114254-A-30.wav,2,30,door_wood_knock,FALSE,114254,A
