filename,fold,target,category,esc10,src_file,take
1-100032-A-0.wav,1,0,dog,TRUE,100032,A
1-100038-A-14.wav,1,14,chirping_birds,FALSE,100038,A
1-101336-A-30.wav,1,30,door_wood_knock,FALSE,101336,A
1-103995-A-30.wav,1,30,door_wood_knock,FALSE,103995,A
1-103999-A-30.wav,1,30,door_wood_knock,FALSE,103999,A
1-110389-A-0.wav,1,0,dog,TRUE,110389,A
1-11687-A-47.wav,1,47,airplane,FALSE,11687,A
1-118206-A-31.wav,1,31,mouse_click,FALSE,118206,A
1-137-A-32.wav,1,32,keyboard_typing,FALSE,137,A
1-137296-A-16.wav,1,16,wind,FALSE,137296,A
1-155858-A-25.wav,1,25,footsteps,FALSE,155858,A
1-155858-B-25.wav,1,25,footsteps,FALSE,155858,B
1-155858-C-25.wav,1,25,footsteps,FALSE,155858,C
1-155858-D-25.wav,1,25,footsteps,FALSE,155858,D
1-155858-E-25.wav,1,25,footsteps,FALSE,155858,E
1-155858-F-25.wav,1,25,footsteps,FALSE,155858,F
1-17124-A-43.wav,1,43,car_horn,FALSE,17124,A
1-17295-A-29.wav,1,29,drinking_sipping,FALSE,17295,A
1-17585-A-7.wav,1,7,insects,FALSE,17585,A
1-18655-A-31.wav,1,31,mouse_click,FALSE,18655,A
1-19026-A-43.wav,1,43,car_horn,FALSE,19026,A
1-19111-A-24.wav,1,24,coughing,FALSE,19111,A
1-19118-A-24.wav,1,24,coughing,FALSE,19118,A
1-19501-A-7.wav,1,7,insects,FALSE,19501,A
1-223162-A-25.wav,1,25,footsteps,FALSE,223162,A
1-24074-A-43.wav,1,43,car_horn,FALSE,24074,A
1-24076-A-43.wav,1,43,car_horn,FALSE,24076,A
1-24796-A-47.wav,1,47,airplane,FALSE,24796,A
1-254507-A-43.wav,1,43,car_horn,FALSE,254507,A
1-26143-A-21.wav,1,21,sneezing,TRUE,26143,A
1-26176-A-43.wav,1,43,car_horn,FALSE,26176,A
1-26177-A-43.wav,1,43,car_horn,FALSE,26177,A
1-26188-A-30.wav,1,30,door_wood_knock,FALSE,26188,A
1-28808-A-43.wav,1,43,car_horn,FALSE,28808,A
1-29532-A-16.wav,1,16,wind,FALSE,29532,A
1-29680-A-21.wav,1,21,sneezing,TRUE,29680,A
1-30226-A-0.wav,1,0,dog,TRUE,30226,A
1-30344-A-0.wav,1,0,dog,TRUE,30344,A
1-30830-A-24.wav,1,24,coughing,FALSE,30830,A
1-31748-A-21.wav,1,21,sneezing,TRUE,31748,A
1-32318-A-0.wav,1,0,dog,TRUE,32318,A
1-32579-A-29.wav,1,29,drinking_sipping,FALSE,32579,A
1-34094-A-5.wav,1,5,cat,FALSE,34094,A
1-34094-B-5.wav,1,5,cat,FALSE,34094,B
1-34495-A-14.wav,1,14,chirping_birds,FALSE,34495,A
1-34497-A-14.wav,1,14,chirping_birds,FALSE,34497,A
1-36929-A-47.wav,1,47,airplane,FALSE,36929,A
1-37226-A-29.wav,1,29,drinking_sipping,FALSE,37226,A
1-38559-A-14.wav,1,14,chirping_birds,FALSE,38559,A
1-38560-A-14.wav,1,14,chirping_birds,FALSE,38560,A
1-43807-A-47.wav,1,47,airplane,FALSE,43807,A
1-43807-B-47.wav,1,47,airplane,FALSE,43807,B
1-43807-C-47.wav,1,47,airplane,FALSE,43807,C
1-43807-D-47.wav,1,47,airplane,FALSE,43807,D
1-45645-A-31.wav,1,31,mouse_click,FALSE,45645,A
1-46040-A-14.wav,1,14,chirping_birds,FALSE,46040,A
1-46938-A-7.wav,1,7,insects,FALSE,46938,A
1-46938-B-7.wav,1,7,insects,FALSE,46938,B
1-47273-A-21.wav,1,21,sneezing,TRUE,47273,A
1-47274-A-21.wav,1,21,sneezing,TRUE,47274,A
1-47709-A-16.wav,1,16,wind,FALSE,47709,A
1-47714-A-16.wav,1,16,wind,FALSE,47714,A
1-47819-A-5.wav,1,5,cat,FALSE,47819,A
1-47819-B-5.wav,1,5,cat,FALSE,47819,B
1-47819-C-5.wav,1,5,cat,FALSE,47819,C
1-51035-A-16.wav,1,16,wind,FALSE,51035,A
1-51036-A-16.wav,1,16,wind,FALSE,51036,A
1-51037-A-16.wav,1,16,wind,FALSE,51037,A
